Date,Unit,Value,Dec
02.02.24 14:52:01,C,22,579
02.02.24 15:07:01,C,22,579
02.02.24 15:22:01,C,22,704
02.02.24 15:37:01,C,22,829
02.02.24 15:52:01,C,22,892
02.02.24 16:07:01,C,22,954
02.02.24 16:22:01,C,23,017
02.02.24 16:37:01,C,23,079
02.02.24 16:52:01,C,23,079
02.02.24 17:07:01,C,23,079
02.02.24 17:22:01,C,23,079
02.02.24 17:37:01,C,23,142
02.02.24 17:52:01,C,23,142
02.02.24 18:07:01,C,23,142
02.02.24 18:22:01,C,23,142
02.02.24 18:37:01,C,23,142
02.02.24 18:52:01,C,23,142
02.02.24 19:07:01,C,23,142
02.02.24 19:22:01,C,23,204
02.02.24 19:37:01,C,23,204
02.02.24 19:52:01,C,23,204
02.02.24 20:07:01,C,23,204
02.02.24 20:22:01,C,23,204
02.02.24 20:37:01,C,23,204
02.02.24 20:52:01,C,23,204
02.02.24 21:07:01,C,23,204
02.02.24 21:22:01,C,23,204
02.02.24 21:37:01,C,23,204
02.02.24 21:52:01,C,23,267
02.02.24 22:07:01,C,23,267
02.02.24 22:22:01,C,23,267
02.02.24 22:37:01,C,23,267
02.02.24 22:52:01,C,23,267
02.02.24 23:07:01,C,23,267
02.02.24 23:22:01,C,23,267
02.02.24 23:37:01,C,23,267
02.02.24 23:52:01,C,23,267
03.02.24 0:07:01,C,23,267
03.02.24 0:22:01,C,23,267
03.02.24 0:37:01,C,23,267
03.02.24 0:52:01,C,23,267
03.02.24 1:07:01,C,23,267
03.02.24 1:22:01,C,23,267
03.02.24 1:37:01,C,23,267
03.02.24 1:52:01,C,23,267
03.02.24 2:07:01,C,23,267
03.02.24 2:22:01,C,23,267
03.02.24 2:37:01,C,23,267
03.02.24 2:52:01,C,23,267
03.02.24 3:07:01,C,23,267
03.02.24 3:22:01,C,23,267
03.02.24 3:37:01,C,23,204
03.02.24 3:52:01,C,23,204
03.02.24 4:07:01,C,23,204
03.02.24 4:22:01,C,23,204
03.02.24 4:37:01,C,23,204
03.02.24 4:52:01,C,23,267
03.02.24 5:07:01,C,23,267
03.02.24 5:22:01,C,23,267
03.02.24 5:37:01,C,23,267
03.02.24 5:52:01,C,23,267
03.02.24 6:07:01,C,23,267
03.02.24 6:22:01,C,23,267
03.02.24 6:37:01,C,23,267
03.02.24 6:52:01,C,23,142
03.02.24 7:07:01,C,23,079
03.02.24 7:22:01,C,22,954
03.02.24 7:37:01,C,22,829
03.02.24 7:52:01,C,22,767
03.02.24 8:07:01,C,22,642
03.02.24 8:22:01,C,22,579
03.02.24 8:37:01,C,22,454
03.02.24 8:52:01,C,22,391
03.02.24 9:07:01,C,22,329
03.02.24 9:22:01,C,22,266
03.02.24 9:37:01,C,22,266
03.02.24 9:52:01,C,22,204
03.02.24 10:07:01,C,22,204
03.02.24 10:22:01,C,22,141
03.02.24 10:37:01,C,22,141
03.02.24 10:52:01,C,22,079
03.02.24 11:07:01,C,22,079
03.02.24 11:22:01,C,22,079
03.02.24 11:37:01,C,22,079
03.02.24 11:52:01,C,22,141
03.02.24 12:07:01,C,22,204
03.02.24 12:22:01,C,22,329
03.02.24 12:37:01,C,22,391
03.02.24 12:52:01,C,22,454
03.02.24 13:07:01,C,22,579
03.02.24 13:22:01,C,22,642
03.02.24 13:37:01,C,22,704
03.02.24 13:52:01,C,22,829
03.02.24 14:07:01,C,22,892
03.02.24 14:22:01,C,22,954
03.02.24 14:37:01,C,23,017
03.02.24 14:52:01,C,23,079
03.02.24 15:07:01,C,23,142
03.02.24 15:22:01,C,23,142
03.02.24 15:37:01,C,23,204
03.02.24 15:52:01,C,23,204
03.02.24 16:07:01,C,23,204
03.02.24 16:22:01,C,23,267
03.02.24 16:37:01,C,23,267
03.02.24 16:52:01,C,23,267
03.02.24 17:07:01,C,23,33
03.02.24 17:22:01,C,23,33
03.02.24 17:37:01,C,23,33
03.02.24 17:52:01,C,23,33
03.02.24 18:07:01,C,23,33
03.02.24 18:22:01,C,23,33
03.02.24 18:37:01,C,23,33
03.02.24 18:52:01,C,23,33
03.02.24 19:07:01,C,23,33
03.02.24 19:22:01,C,23,33
03.02.24 19:37:01,C,23,33
03.02.24 19:52:01,C,23,392
03.02.24 20:07:01,C,23,392
03.02.24 20:22:01,C,23,392
03.02.24 20:37:01,C,23,392
03.02.24 20:52:01,C,23,392
03.02.24 21:07:01,C,23,455
03.02.24 21:22:01,C,23,455
03.02.24 21:37:01,C,23,517
03.02.24 21:52:01,C,23,58
03.02.24 22:07:01,C,23,58
03.02.24 22:22:01,C,23,642
03.02.24 22:37:01,C,23,642
03.02.24 22:52:01,C,23,642
03.02.24 23:07:01,C,23,705
03.02.24 23:22:01,C,23,642
03.02.24 23:37:01,C,23,705
03.02.24 23:52:01,C,23,705
04.02.24 0:07:01,C,23,705
04.02.24 0:22:01,C,23,705
04.02.24 0:37:01,C,23,767
04.02.24 0:52:01,C,23,767
04.02.24 1:07:01,C,23,767
04.02.24 1:22:01,C,23,767
04.02.24 1:37:01,C,23,767
04.02.24 1:52:01,C,23,767
04.02.24 2:07:01,C,23,767
04.02.24 2:22:01,C,23,767
04.02.24 2:37:01,C,23,767
04.02.24 2:52:01,C,23,767
04.02.24 3:07:01,C,23,767
04.02.24 3:22:01,C,23,767
04.02.24 3:37:01,C,23,767
