Date,Unit,Value,Dec
01.02.24 3:41:01,C,22,203
01.02.24 3:56:01,C,22,203
01.02.24 4:11:01,C,22,266
01.02.24 4:26:01,C,22,266
01.02.24 4:41:01,C,22,328
01.02.24 4:56:01,C,22,391
01.02.24 5:11:01,C,22,391
01.02.24 5:26:01,C,22,266
01.02.24 5:41:01,C,22,328
01.02.24 5:56:01,C,22,141
01.02.24 6:11:01,C,21,828
01.02.24 6:26:01,C,21,452
01.02.24 6:41:01,C,21,139
01.02.24 6:56:01,C,21,139
01.02.24 7:11:01,C,21,327
01.02.24 7:26:01,C,21,139
01.02.24 7:41:01,C,20,701
01.02.24 7:56:01,C,20,701
01.02.24 8:11:01,C,20,639
01.02.24 8:26:01,C,20,451
01.02.24 8:41:01,C,20,514
01.02.24 8:56:01,C,20,576
01.02.24 9:11:01,C,20,576
01.02.24 9:26:01,C,20,576
01.02.24 9:41:01,C,20,514
01.02.24 9:56:01,C,21,139
01.02.24 10:11:01,C,21,515
01.02.24 10:26:01,C,21,39
01.02.24 10:41:01,C,21,39
01.02.24 10:56:01,C,22,891
01.02.24 11:11:01,C,22,453
01.02.24 11:26:01,C,23,142
01.02.24 11:41:01,C,22,954
01.02.24 11:56:01,C,23,016
01.02.24 12:11:01,C,23,016
01.02.24 12:26:01,C,22,954
01.02.24 12:41:01,C,22,641
01.02.24 12:56:01,C,22,328
01.02.24 13:11:01,C,21,953
01.02.24 13:26:01,C,21,452
01.02.24 13:41:01,C,20,889
01.02.24 13:56:01,C,20,514
01.02.24 14:11:01,C,20,326
01.02.24 14:26:01,C,20,075
01.02.24 14:41:01,C,19,7
01.02.24 14:56:01,C,24,267
01.02.24 15:11:01,C,24,017
01.02.24 15:26:01,C,23,704
01.02.24 15:41:01,C,23,579
01.02.24 15:56:01,C,23,454
01.02.24 16:11:01,C,23,329
01.02.24 16:26:01,C,23,329
01.02.24 16:41:01,C,23,392
01.02.24 16:56:01,C,23,454
01.02.24 17:11:01,C,23,579
01.02.24 17:26:01,C,23,642
01.02.24 17:41:01,C,23,704
01.02.24 17:56:01,C,23,892
01.02.24 18:11:01,C,23,642
01.02.24 18:26:01,C,23,392
01.02.24 18:41:01,C,23,329
01.02.24 18:56:01,C,23,267
01.02.24 19:11:01,C,23,267
01.02.24 19:26:01,C,23,142
01.02.24 19:41:01,C,22,954
01.02.24 19:56:01,C,22,829
01.02.24 20:11:01,C,22,704
01.02.24 20:26:01,C,22,704
01.02.24 20:41:01,C,22,641
01.02.24 20:56:01,C,22,704
01.02.24 21:11:01,C,22,766
01.02.24 21:26:01,C,22,891
01.02.24 21:41:01,C,23,016
01.02.24 21:56:01,C,23,079
01.02.24 22:11:01,C,23,142
01.02.24 22:26:01,C,23,204
01.02.24 22:41:01,C,23,267
01.02.24 22:56:01,C,23,267
01.02.24 23:11:01,C,23,329
01.02.24 23:26:01,C,23,392
01.02.24 23:41:01,C,23,454
01.02.24 23:56:01,C,23,454
02.02.24 0:11:01,C,23,517
02.02.24 0:26:01,C,23,517
02.02.24 0:41:01,C,23,517
02.02.24 0:56:01,C,23,579
02.02.24 1:11:01,C,23,579
02.02.24 1:26:01,C,23,579
02.02.24 1:41:01,C,23,642
02.02.24 1:56:01,C,23,642
02.02.24 2:11:01,C,23,642
02.02.24 2:26:01,C,23,642
02.02.24 2:41:01,C,23,704
02.02.24 2:56:01,C,23,704
02.02.24 3:11:01,C,23,704
02.02.24 3:26:01,C,23,704
02.02.24 3:41:01,C,23,704
02.02.24 3:56:01,C,23,642
02.02.24 4:11:01,C,23,579
02.02.24 4:26:01,C,23,454
02.02.24 4:41:01,C,23,392
02.02.24 4:56:01,C,23,329
02.02.24 5:11:01,C,23,267
02.02.24 5:26:01,C,23,204
02.02.24 5:41:01,C,23,142
02.02.24 5:56:01,C,23,079
02.02.24 6:11:01,C,23,079
02.02.24 6:26:01,C,23,016
02.02.24 6:41:01,C,22,954
02.02.24 6:56:01,C,22,891
02.02.24 7:11:01,C,22,891
02.02.24 7:26:01,C,22,829
02.02.24 7:41:01,C,22,829
02.02.24 7:56:01,C,22,766
02.02.24 8:11:01,C,22,766
02.02.24 8:26:01,C,22,766
02.02.24 8:41:01,C,22,704
02.02.24 8:56:01,C,22,704
02.02.24 9:11:01,C,22,704
02.02.24 9:26:01,C,22,641
02.02.24 9:41:01,C,22,641
02.02.24 9:56:01,C,22,641
02.02.24 10:11:01,C,22,641
02.02.24 10:26:01,C,22,641
02.02.24 10:41:01,C,22,641
02.02.24 10:56:01,C,22,641
02.02.24 11:11:01,C,22,579
02.02.24 11:26:01,C,22,579
02.02.24 11:41:01,C,22,579
02.02.24 11:56:01,C,22,579
02.02.24 12:11:01,C,22,579
02.02.24 12:26:01,C,22,579
02.02.24 12:41:01,C,22,579
02.02.24 12:56:01,C,22,516
