Date,Unit,Value,Dec
02.02.24 12:43:01,C,22,552
02.02.24 12:58:01,C,22,552
02.02.24 13:13:01,C,22,552
02.02.24 13:28:01,C,22,552
02.02.24 13:43:01,C,22,552
02.02.24 13:58:01,C,22,552
02.02.24 14:13:01,C,22,489
02.02.24 14:28:01,C,22,489
02.02.24 14:43:01,C,22,552
02.02.24 14:58:01,C,22,552
02.02.24 15:13:01,C,22,615
02.02.24 15:28:01,C,22,677
02.02.24 15:43:01,C,22,74
02.02.24 15:58:01,C,22,802
02.02.24 16:13:01,C,22,865
02.02.24 16:28:01,C,22,927
02.02.24 16:43:01,C,22,927
02.02.24 16:58:01,C,22,927
02.02.24 17:13:01,C,22,99
02.02.24 17:28:01,C,22,99
02.02.24 17:43:01,C,22,99
02.02.24 17:58:01,C,23,052
02.02.24 18:13:01,C,23,052
02.02.24 18:28:01,C,23,052
02.02.24 18:43:01,C,23,052
02.02.24 18:58:01,C,23,052
02.02.24 19:13:01,C,23,052
02.02.24 19:28:01,C,23,052
02.02.24 19:43:01,C,23,115
02.02.24 19:58:01,C,23,115
02.02.24 20:13:01,C,23,115
02.02.24 20:28:01,C,23,115
02.02.24 20:43:01,C,23,115
02.02.24 20:58:01,C,23,115
02.02.24 21:13:01,C,23,115
02.02.24 21:28:01,C,23,115
02.02.24 21:43:01,C,23,115
02.02.24 21:58:01,C,23,115
02.02.24 22:13:01,C,23,177
02.02.24 22:28:01,C,23,177
02.02.24 22:43:01,C,23,177
02.02.24 22:58:01,C,23,177
02.02.24 23:13:01,C,23,177
02.02.24 23:28:01,C,23,177
02.02.24 23:43:01,C,23,177
02.02.24 23:58:01,C,23,177
03.02.24 0:13:01,C,23,177
03.02.24 0:28:01,C,23,177
03.02.24 0:43:01,C,23,177
03.02.24 0:58:01,C,23,177
03.02.24 1:13:01,C,23,177
03.02.24 1:28:01,C,23,177
03.02.24 1:43:01,C,23,177
03.02.24 1:58:01,C,23,177
03.02.24 2:13:01,C,23,177
03.02.24 2:28:01,C,23,177
03.02.24 2:43:01,C,23,177
03.02.24 2:58:01,C,23,177
03.02.24 3:13:01,C,23,177
03.02.24 3:28:01,C,23,177
03.02.24 3:43:01,C,23,177
03.02.24 3:58:01,C,23,177
03.02.24 4:13:01,C,23,177
03.02.24 4:28:01,C,23,177
03.02.24 4:43:01,C,23,177
03.02.24 4:58:01,C,23,177
03.02.24 5:13:01,C,23,177
03.02.24 5:28:01,C,23,177
03.02.24 5:43:01,C,23,177
03.02.24 5:58:01,C,23,177
03.02.24 6:13:01,C,23,177
03.02.24 6:28:01,C,23,177
03.02.24 6:43:01,C,23,115
03.02.24 6:58:01,C,23,052
03.02.24 7:13:01,C,22,99
03.02.24 7:28:01,C,22,927
03.02.24 7:43:01,C,22,802
03.02.24 7:58:01,C,22,74
03.02.24 8:13:01,C,22,615
03.02.24 8:28:01,C,22,552
03.02.24 8:43:01,C,22,489
03.02.24 8:58:01,C,22,427
03.02.24 9:13:01,C,22,364
03.02.24 9:28:01,C,22,302
03.02.24 9:43:01,C,22,239
03.02.24 9:58:01,C,22,239
03.02.24 10:13:01,C,22,177
03.02.24 10:28:01,C,22,177
03.02.24 10:43:01,C,22,114
03.02.24 10:58:01,C,22,114
03.02.24 11:13:01,C,22,052
03.02.24 11:28:01,C,22,114
03.02.24 11:43:01,C,22,114
03.02.24 11:58:01,C,22,177
03.02.24 12:13:01,C,22,239
03.02.24 12:28:01,C,22,302
03.02.24 12:43:01,C,22,364
03.02.24 12:58:01,C,22,427
03.02.24 13:13:01,C,22,489
03.02.24 13:28:01,C,22,552
03.02.24 13:43:01,C,22,677
03.02.24 13:58:01,C,22,74
03.02.24 14:13:01,C,22,802
03.02.24 14:28:01,C,22,865
03.02.24 14:43:01,C,22,927
03.02.24 14:58:01,C,22,99
03.02.24 15:13:01,C,22,99
03.02.24 15:28:01,C,23,052
03.02.24 15:43:01,C,23,052
03.02.24 15:58:01,C,23,115
03.02.24 16:13:01,C,23,115
03.02.24 16:28:01,C,23,115
03.02.24 16:43:01,C,23,177
03.02.24 16:58:01,C,23,177
03.02.24 17:13:01,C,23,177
03.02.24 17:28:01,C,23,177
03.02.24 17:43:01,C,23,24
03.02.24 17:58:01,C,23,24
03.02.24 18:13:01,C,23,24
03.02.24 18:28:01,C,23,24
03.02.24 18:43:01,C,23,24
03.02.24 18:58:01,C,23,24
03.02.24 19:13:01,C,23,24
03.02.24 19:28:01,C,23,24
03.02.24 19:43:01,C,23,24
03.02.24 19:58:01,C,23,24
03.02.24 20:13:01,C,23,302
03.02.24 20:28:01,C,23,302
03.02.24 20:43:01,C,23,302
03.02.24 20:58:01,C,23,302
03.02.24 21:13:01,C,23,365
03.02.24 21:28:01,C,23,427
03.02.24 21:43:01,C,23,427
03.02.24 21:58:01,C,23,49
03.02.24 22:13:01,C,23,49
03.02.24 22:28:01,C,23,49
03.02.24 22:43:01,C,23,552
03.02.24 22:58:01,C,23,552
03.02.24 23:13:01,C,23,552
03.02.24 23:28:01,C,23,552
03.02.24 23:43:01,C,23,552
03.02.24 23:58:01,C,23,615
04.02.24 0:13:01,C,23,615
04.02.24 0:28:01,C,23,615
04.02.24 0:43:01,C,23,615
04.02.24 0:58:01,C,23,615
04.02.24 1:13:01,C,23,615
04.02.24 1:28:01,C,23,615
04.02.24 1:43:01,C,23,615
04.02.24 1:58:01,C,23,615
04.02.24 2:13:01,C,23,615
04.02.24 2:28:01,C,23,615
04.02.24 2:43:01,C,23,615
04.02.24 2:58:01,C,23,615
04.02.24 3:13:01,C,23,615
04.02.24 3:28:01,C,23,615
04.02.24 3:43:01,C,23,615
